Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
2007,BOL,79.335,26.988,34.918,1.042,13.7,65.082,13120183156.7149,1372.6282248299,9558439.0,50.3372622179482,49.6627377820518,26.988,8.204,3.447,67.354,62.859,65.027,169.558,250.22,38.9,35.1,42.4,24.8,1.75023288737608,10118.0,6504.0,-13667.0,4813399.0,49.5656848950567,4897753.0,50.4343151049433,9711152.0,3390940.0,34.918,0.458414921658373,6320212.0,65.082,2.45026370100787,1.042
2008,BOL,77.608,26.546,34.465,1.042,13.2,65.535,16674324634.2373,1715.20892185853,9721454.0,50.3316735341215,49.6683264658785,26.546,7.995,3.364,67.857,63.206,65.446,164.414,247.288,36.9,33.3,40.2,23.9,1.72976143588269,9613.0,6279.0,-13417.0,4898788.0,49.5798986963637,4981806.0,50.4201114244864,9880593.0,3405346.0,34.465,0.423938061929622,6475247.0,65.535,2.42340016762147,1.042
2009,BOL,76.246,26.132,34.016,1.042,12.7,65.984,17339992165.2422,1754.21106094735,9884781.0,50.3245390139801,49.6754609860199,26.132,7.788,3.287,68.358,63.581,65.88,159.459,244.255,35.0,31.5,38.2,23.0,1.71311404940389,9132.0,6033.0,-13056.0,4984968.0,49.5951724535203,5066350.0,50.4048374954247,10051317.0,3419056.0,34.016,0.401793987058014,6632261.0,65.984,2.3959018126589,1.042
2010,BOL,76.308,25.749,33.57,1.042,12.2,66.43,19649631450.6819,1955.46155736098,10048590.0,50.3165765330225,49.6834234669775,25.749,7.66,3.213,68.688,63.821,66.162,157.589,243.995,33.2,29.9,36.3,21.9,1.69628237644672,8676.0,5780.0,-12592.0,5071897.0,49.6112985375521,5151373.0,50.3887014624479,10223270.0,3431952.0,33.57,0.376470593269159,6791318.0,66.43,2.36992600149234,1.042
2011,BOL,75.015,25.338,33.126,1.042,11.8,66.874,23963033588.0063,2346.33717022581,10212954.0,50.3079472328811,49.6920527671189,25.338,7.496,3.143,69.088,64.163,66.534,153.957,241.179,31.5,28.3,34.5,21.0,1.67782849865133,8249.0,5524.0,-12107.0,5159435.0,49.6278656738211,5236810.0,50.3721247073223,10396246.0,3443860.0,33.126,0.346373981880552,6952386.0,66.874,2.3439878294354,1.042
2012,BOL,73.741,24.934,32.685,1.041,11.3,67.315,27084497539.7974,2609.88081915425,10377676.0,50.2984820205909,49.7015179794091,24.934,7.433,3.076,69.312,64.288,66.705,153.642,242.257,29.8,26.9,32.7,20.0,1.65463539887486,7826.0,5271.0,-11688.0,5247336.0,49.6450938943661,5322361.0,50.3549061056339,10569697.0,3454705.0,32.685,0.314413473935367,7114992.0,67.315,2.31191971440345,1.041
2013,BOL,72.664,24.541,32.301,1.041,10.9,67.699,30659338784.3705,2908.20008548078,10542376.0,50.2879095080568,49.7120904919432,24.541,7.306,3.01,69.663,64.57,67.021,149.841,238.837,28.3,25.4,31.0,18.9,1.62957319915505,7427.0,4989.0,-11371.0,5335470.0,49.6630054557476,5407879.0,50.3369945442524,10743349.0,3470209.0,32.301,0.447775262044786,7273140.0,67.699,2.19840031092091,1.041
2014,BOL,71.441,24.14,31.953,1.041,10.5,68.047,32996188133.1404,3081.87883446506,10706517.0,50.276098193278,49.723901806722,24.14,7.262,2.947,69.771,64.737,67.163,150.415,237.511,26.9,24.2,29.5,17.9,1.60331510672219,7054.0,4706.0,-10972.0,5423617.0,49.6805299850591,5493370.0,50.3194700149409,10916987.0,3488305.0,31.953,0.520112219186549,7428682.0,68.047,2.11603437654332,1.041
2015,BOL,70.233,23.74,31.607,1.042,10.1,68.393,33000198263.3864,3035.97221489277,10869730.0,50.2629135658542,49.7370864341458,23.74,7.216,2.886,69.911,64.9,67.318,150.035,235.818,25.6,23.0,28.1,16.9,1.5731449401483,6714.0,4456.0,-10525.0,5511477.0,49.6973377571047,5578609.0,50.3026712599588,11090085.0,3505243.0,31.607,0.484390272821962,7584842.0,68.393,2.08033279661278,1.042
2016,BOL,68.823,23.355,31.262,1.042,9.8,68.738,33941126193.9219,3076.6589493424,11031813.0,50.2484267784596,49.7515732215404,23.355,7.104,2.829,70.259,65.17,67.628,145.521,231.146,24.5,22.0,26.9,16.1,1.54728829634713,6421.0,4249.0,-10071.0,5599297.0,49.7140152969698,5663718.0,50.2859847030302,11263015.0,3521044.0,31.262,0.449768893209111,7741971.0,68.738,2.05045243494708,1.042
2017,BOL,68.203,22.986,30.92,1.042,9.5,69.08,37508642257.5977,3351.12405268555,11192854.0,50.2328316113863,49.7671683886137,22.986,7.107,2.777,70.347,65.228,67.701,145.419,231.098,23.5,21.1,25.8,15.5,1.52010888105833,6156.0,4063.0,-9669.0,5686999.0,49.7309482645015,5748534.0,50.2690517354985,11435533.0,3535867.0,30.92,0.420099440112621,7899666.0,69.08,2.01641737518805,1.042
2018,BOL,66.461,22.634,30.575,1.042,9.3,69.425,40287647756.8741,3548.59013979338,11353142.0,50.2166008698915,49.7833991301085,22.634,7.124,2.73,70.383,65.279,67.748,146.559,231.694,22.6,20.2,24.8,14.8,1.48747419672442,5908.0,3896.0,-9345.0,5774185.0,49.7478440635122,5832721.0,50.252164552049,11606905.0,3548811.0,30.575,0.365408686258773,8058094.0,69.425,1.98565720285759,1.042
2019,BOL,65.629,22.323,30.227,1.042,9.1,69.773,,,11513000.0,50.2002935438251,49.7997064561749,22.323,7.127,2.688,70.475,65.37,67.841,146.643,231.108,21.7,19.4,23.8,14.2,1.45750439141779,5678.0,3746.0,-8978.0,5860919.0,49.7644751796144,5916395.0,50.235516329486,11777315.0,3559929.0,30.227,0.312798303641208,8217386.0,69.773,1.957510150086,1.042
2020,BOL,64.383,22.056,29.877,1.042,8.9,70.123,,,,,,22.056,9.3,2.651,67.841,61.559,64.467,190.705,316.665,20.9,18.7,23.0,13.7,1.33973922043111,5486.0,3610.0,-4666.0,5943886.0,49.7972966519724,5992275.0,50.2026949701252,11936162.0,3566167.0,29.877,0.175074868296808,8369995.0,70.123,1.84011335020015,1.042
2021,BOL,,21.836,29.525,1.042,8.8,70.475,,,,,,21.836,9.945,2.618,66.8,60.879,63.63,211.078,334.831,20.2,18.1,22.2,13.2,1.19348671867883,5301.0,3477.0,-4666.0,6020925.0,49.8442729947137,6058547.0,50.1557270052863,12079472.0,3566464.0,29.525,0.0083279227587118,8513008.0,70.475,1.69420595110603,1.042
2022,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,-3000.0,6097747.0,49.8829526239538,6126364.0,50.1170555566008,12224110.0,3565773.0,29.17,,8658337.0,70.83,,
1987,BRA,87.022,27.334,28.471,1.046,,71.529,294084112392.66,2087.3076054076,140891602.0,49.7601517864734,50.2398482135266,27.334,7.447,3.234,67.715,62.559,65.08,167.811,244.805,58.6,52.6,64.4,28.5,2.00135198055614,226814.0,111043.0,-22335.0,71589812.0,50.2503610258215,70876452.0,49.7496389741785,142466264.0,40561570.0,28.471,-0.858558409115792,101904694.0,71.529,3.16284799861537,1.046
1988,BRA,88.143,26.42,27.658,1.046,,72.342,330397381998.489,2300.37684355265,143627503.0,49.745881890798,50.254118109202,26.42,7.31,3.112,68.091,62.929,65.454,164.205,241.668,56.6,50.8,62.2,27.7,1.93785203770648,216736.0,106296.0,-11309.0,73004388.0,50.2598218087983,72249586.0,49.740178879651,145253973.0,40174344.0,27.658,-0.959248369284908,105079629.0,72.342,3.06804302306751,1.046
1989,BRA,88.072,25.661,26.861,1.047,,73.139,425595310000.0,2908.49615806386,146328304.0,49.730888360936,50.269111639064,25.661,7.165,3.01,68.532,63.315,65.868,160.03,238.281,54.7,49.0,60.1,26.9,1.87515725979579,206798.0,102123.0,-2800.0,74400370.0,50.2693616973463,73603042.0,49.7306389783138,148003411.0,39755196.0,26.861,-1.04880333889721,108248215.0,73.139,2.97084429714669,1.047
1990,BRA,87.528,24.844,26.078,1.047,,73.922,461951782000.0,3100.28046842987,149003223.0,49.7155528009545,50.2844471990455,24.844,7.158,2.905,69.041,63.099,65.985,155.032,244.86,52.7,47.1,58.0,26.1,1.80985576444804,196801.0,97629.0,6457.0,75779994.0,50.2831803226254,74926452.0,49.7168196773747,150706446.0,39301227.0,26.078,-1.14848097768684,111405219.0,73.922,2.87472984486413,1.047
1991,BRA,86.993,24.148,25.31,1.047,,74.69,602860000000.0,3975.39008935633,151648011.0,49.7000161696817,50.2999838303183,24.148,7.068,2.815,69.335,63.442,66.31,153.0,242.386,50.6,45.2,55.7,25.3,1.7300615647074,186652.0,93591.0,-30659.0,77129183.0,50.3006203124117,76207261.0,49.6993790354276,153336445.0,38809454.0,25.31,-1.25918630190686,114526991.0,74.69,2.76363488842654,1.047
1992,BRA,85.679,23.376,24.556,1.047,,75.444,400599250000.0,2596.91987612034,154259380.0,49.6841767458915,50.3158232541085,23.376,6.951,2.719,69.775,63.799,66.708,149.335,239.996,48.3,43.1,53.3,24.5,1.65853493143757,176041.0,89203.0,-20270.0,78445848.0,50.317800185618,77454942.0,49.682199814382,155900790.0,38282998.0,24.556,-1.36579955653778,117617792.0,75.444,2.66297920658142,1.047
1993,BRA,85.805,23.022,23.819,1.047,,76.181,437798577639.752,2791.20912422419,156849078.0,49.6678686415807,50.3321313584193,23.022,6.855,2.672,70.18,64.19,67.109,146.348,237.27,46.0,41.0,50.8,23.7,1.61616519320128,166243.0,86367.0,-21956.0,79750902.0,50.3348028089343,78689973.0,49.6651971910658,158440875.0,37739032.0,23.819,-1.43109907445699,120701843.0,76.181,2.58830807115717,1.047
1994,BRA,85.549,22.586,23.097,1.046,,76.903,558111997497.263,3500.61148991066,159432716.0,49.6508599298349,50.3491400701651,22.586,6.74,2.617,70.646,64.637,67.568,142.665,234.153,43.5,38.7,48.1,23.0,1.5901570368766,157301.0,83492.0,-11642.0,81055777.0,50.3513103129676,79924696.0,49.6486903082257,160980472.0,37181660.0,23.097,-1.48792614762149,123798812.0,76.903,2.53343668321276,1.046
1995,BRA,86.592,22.319,22.39,1.046,,77.61,769305386182.849,4748.21552893015,162019896.0,49.633016968676,50.366983031324,22.319,6.685,2.579,71.089,64.905,67.919,139.472,233.784,41.1,36.5,45.4,22.3,1.56236694760604,148526.0,81370.0,-26337.0,82360145.0,50.368455365848,81155182.0,49.6315440225885,163515328.0,36611082.0,22.39,-1.54646474947845,126904246.0,77.61,2.47750694957778,1.046
1996,BRA,86.76,21.846,21.698,1.046,,78.302,850426432991.742,5166.16374470632,164614688.0,49.6143721858297,50.3856278141703,21.846,6.564,2.516,71.592,65.376,68.409,135.476,230.186,38.7,34.4,42.8,21.7,1.53046546832903,139848.0,78543.0,-24330.0,83659561.0,50.3860582454567,82377561.0,49.6139417545433,166037122.0,36026735.0,21.698,-1.60896797366805,130010387.0,78.302,2.41815136862955,1.046
1997,BRA,87.621,21.477,20.952,1.045,,79.048,883199625324.675,5282.00882754111,167209040.0,49.5950727450475,50.4049272549525,21.477,6.488,2.465,72.03,65.743,68.813,132.311,228.055,36.4,32.3,40.4,21.0,1.50015143980194,131179.0,76045.0,-20429.0,84953439.0,50.40349972545,83593268.0,49.59650027455,168546707.0,35313906.0,20.952,-1.9984477681958,133232801.0,79.048,2.44836342808162,1.045
1998,BRA,88.216,21.06,20.219,1.045,,79.781,863723411632.917,5087.152221014,169785250.0,49.5752472683832,50.4247527316168,21.06,6.429,2.409,72.432,66.091,69.189,129.503,226.144,34.3,30.4,38.1,20.4,1.46833970853954,123141.0,73422.0,-22409.0,86240036.0,50.4210329894906,84799768.0,49.5789670105094,171039804.0,34582538.0,20.219,-2.09279514553422,136457266.0,79.781,2.39135144668643,1.045
1999,BRA,87.211,20.445,19.504,1.045,,80.496,599388579985.673,3478.37272997644,172318675.0,49.5550389390763,50.4449610609237,20.445,6.386,2.331,72.813,66.381,69.524,126.806,225.198,32.3,28.5,35.9,19.7,1.42022228691432,114722.0,69985.0,-26152.0,87504861.0,50.4390667063755,85981420.0,49.5609332936245,173486281.0,33836764.0,19.504,-2.18009688999099,139649517.0,80.496,2.31243377271602,1.045
2000,BRA,86.362,19.841,18.808,1.045,10.1,81.192,655420645476.906,3749.75324996168,174790340.0,49.5345649509839,50.4654350490161,19.841,6.399,2.255,73.431,66.262,69.737,121.39,230.417,30.4,26.8,33.8,18.8,1.36677132973907,106306.0,65623.0,-1761.0,88749390.0,50.4619962550403,87124330.0,49.5380037449597,175873720.0,33078329.0,18.808,-2.2669548714041,142795391.0,81.192,2.22769397356534,1.045
2001,BRA,85.862,19.271,18.447,1.045,9.9,81.553,559372276081.966,3156.79871788773,177196054.0,49.5138686809674,50.4861313190326,19.271,6.303,2.183,73.969,66.644,70.195,116.839,227.474,28.6,25.2,31.7,17.8,1.32069475807143,98308.0,61248.0,3453.0,89978663.0,50.4897106158708,88233218.0,49.5102893841292,178211881.0,32874746.0,18.447,-0.617359074159737,145337135.0,81.553,1.76433391214426,1.045
2002,BRA,81.978,18.574,18.12,1.045,9.7,81.88,507962487700.024,2829.28319217077,179537520.0,49.4929803615482,50.5070196384518,18.574,6.329,2.103,74.189,66.845,70.41,115.572,227.348,26.8,23.6,29.8,16.9,1.26284153622856,90481.0,56597.0,6018.0,91173105.0,50.5179408631093,89303580.0,49.4820591368907,180476685.0,32702375.0,18.12,-0.525705899714153,147774310.0,81.88,1.66300648431476,1.045
2003,BRA,78.704,17.85,17.797,1.045,9.5,82.203,558319920831.979,3070.91049061377,181809246.0,49.4719514921915,50.5280485078085,17.85,6.313,2.023,74.42,67.206,70.72,114.059,224.274,25.1,22.1,28.0,16.0,1.18566943930002,82692.0,52055.0,-16908.0,92310671.0,50.545384623379,90318606.0,49.4546148290637,182629278.0,32502533.0,17.797,-0.612968047501196,150126745.0,82.203,1.57937265407228,1.045
2004,BRA,78.351,17.632,17.479,1.045,9.3,82.521,669316654017.094,3637.46238925733,184006481.0,49.4508478693296,50.5491521306704,17.632,6.258,2.002,74.916,67.537,71.131,109.656,221.774,23.5,20.7,26.2,15.1,1.13939301199192,76330.0,49095.0,-5390.0,93418462.0,50.5724495478864,91303580.0,49.4275499107597,184722043.0,32287566.0,17.479,-0.663582220558951,152434477.0,82.521,1.52549407216353,1.045
2005,BRA,77.864,17.335,17.166,1.045,9.0,82.834,891630177251.068,4790.43708777366,186127103.0,49.429711227233,50.5702887727671,17.335,6.106,1.974,75.402,68.252,71.753,105.294,212.949,22.0,19.4,24.5,14.2,1.11720287765336,71292.0,46130.0,-42926.0,94515633.0,50.5979560714716,92281701.0,49.4020439285284,186797334.0,32065630.0,17.166,-0.689746255595067,154731704.0,82.834,1.49578304716073,1.045
2006,BRA,75.657,16.852,16.857,1.045,8.9,83.143,1107640289615.23,5886.46358837728,188167356.0,49.4085560102448,50.5914439897552,16.852,6.123,1.927,75.665,68.545,72.037,103.048,210.546,20.7,18.2,23.0,13.5,1.07735384590771,66137.0,42943.0,-34007.0,95583318.0,50.6212121403099,93237364.0,49.3787878596901,188820682.0,31829502.0,16.857,-0.739114444438064,156991180.0,83.143,1.44969502534998,1.045
2007,BRA,73.105,16.372,16.552,1.045,8.8,83.448,1397084349956.35,7348.03079355548,190130443.0,49.3874134676327,50.6125865323673,16.372,6.119,1.881,75.88,68.956,72.365,101.099,206.0,19.5,17.1,21.7,12.8,1.03202723327326,61128.0,40044.0,-30331.0,96616434.0,50.6429977026929,94163019.0,49.3570022973071,190779453.0,31577815.0,16.552,-0.793877848081816,159201638.0,83.448,1.39819368757787,1.045
2008,BRA,69.789,15.943,16.251,1.045,8.7,83.749,1695824565983.2,8831.02311697566,192030362.0,49.3663944663084,50.6336055336916,15.943,6.106,1.842,76.134,69.378,72.715,98.587,201.022,18.4,16.2,20.5,12.2,0.987284202776065,56776.0,37474.0,-35373.0,97612571.0,50.6624784088728,95059746.0,49.3375215911272,192672317.0,31311178.0,16.251,-0.847965868051265,161361139.0,83.749,1.34733900695877,1.045
2009,BRA,67.881,15.715,15.956,1.045,8.6,84.044,1667019783585.08,8597.91535151623,193886508.0,49.3456463099379,50.6543536900621,15.715,6.155,1.825,76.299,69.664,72.948,96.702,197.694,17.5,15.4,19.5,11.6,0.953147864558066,53358.0,35540.0,-29357.0,98581682.0,50.680096735128,95935867.0,49.319903264872,194517549.0,31037220.0,15.956,-0.878802894448918,163480329.0,84.044,1.3047718800979,1.045
2010,BRA,66.179,15.492,15.665,1.045,8.5,84.335,2208871646202.82,11286.2430162457,195713635.0,49.3252644423546,50.6747355576454,15.492,6.199,1.81,76.592,69.844,73.182,94.087,195.948,16.7,14.7,18.6,11.1,0.93941802248079,50648.0,33837.0,16843.0,99546667.0,50.6976809966792,96806825.0,49.3023190033208,196353492.0,30758775.0,15.665,-0.901181005135072,165594717.0,84.335,1.2850668095719,1.045
2011,BRA,65.23,15.309,15.369,1.045,8.4,84.631,2616200980392.16,13245.6124995448,197514534.0,49.3053248165663,50.6946751834337,15.309,6.283,1.8,76.651,70.089,73.343,93.534,193.011,16.0,14.1,17.8,10.7,0.928589629509177,48406.0,32422.0,33631.0,100509285.0,50.7148027556554,97676016.0,49.2851967397663,198185302.0,30459099.0,15.369,-0.979055214432554,167726203.0,84.631,1.278956660978,1.045
2012,BRA,63.675,14.939,15.077,1.045,8.4,84.923,2465188674415.03,12370.0242007149,199287296.0,49.2857974105042,50.7142025894958,14.939,6.34,1.767,76.869,70.287,73.552,91.547,190.624,15.4,13.6,17.1,10.3,0.900343360601223,46261.0,30816.0,43451.0,101450818.0,50.7310637380196,98526889.0,49.2689362619804,199977707.0,30150639.0,15.077,-1.01786502743142,169827068.0,84.923,1.24477663663604,1.045
2013,BRA,62.936,14.69,14.791,1.045,8.3,85.209,2472806456101.29,12300.3225752233,201035903.0,49.2665384786192,50.7334615213808,14.69,6.31,1.748,77.12,70.745,73.918,89.138,184.185,14.9,13.2,16.6,10.0,0.868346150167205,44337.0,29576.0,35308.0,102366379.0,50.7463227803274,99355387.0,49.2536767239403,201721767.0,29836667.0,14.791,-1.0468043591781,171885100.0,85.209,1.20455580861832,1.045
2014,BRA,63.12,14.753,14.508,1.045,8.1,85.492,2455994050148.75,12112.5903019529,202763735.0,49.247340786921,50.752659213079,14.753,6.272,1.767,77.432,71.191,74.306,86.15,177.824,14.6,12.8,16.2,9.7,0.857834828724811,43328.0,29077.0,24940.0,103274465.0,50.7591873867865,100185186.0,49.2408131047114,203459650.0,29517926.0,14.508,-1.07403335751472,173941724.0,85.492,1.18940932455394,1.045
2015,BRA,62.434,14.727,14.23,1.045,7.9,85.77,1802214373741.32,8814.00098681261,204471769.0,49.2280775067818,50.7719224932182,14.727,6.433,1.777,77.572,71.124,74.332,84.634,178.498,14.3,12.6,15.8,9.5,0.845992601345206,42825.0,28626.0,4764.0,104179515.0,50.7726625904252,101008689.0,49.2273369222173,205188205.0,29198282.0,14.23,-1.08878678846119,175989923.0,85.77,1.17064141409405,1.045
2016,BRA,57.88,14.051,13.958,1.045,7.9,86.042,1796275437087.99,8712.88704442864,206163058.0,49.2087156488406,50.7912843511594,14.051,6.538,1.709,77.848,71.092,74.442,81.943,178.499,15.1,13.4,16.7,10.0,0.8112564782781,44573.0,29222.0,82589.0,105065188.0,50.7905841323915,101794390.0,49.2094158676085,206859578.0,28873460.0,13.958,-1.11870378405634,177986118.0,86.042,1.12788207695939,1.045
2017,BRA,55.566,14.159,13.691,1.045,7.3,86.309,2053594973992.61,9880.94654326324,207833831.0,49.1893405705255,50.8106594294745,14.159,6.493,1.736,78.032,71.635,74.827,80.037,170.492,13.8,12.1,15.3,9.3,0.79226340042227,40187.0,27348.0,56362.0,105937948.0,50.8083587076298,102567011.0,49.1916408127653,208504960.0,28546414.0,13.691,-1.13915100763531,179958546.0,86.309,1.10209658803347,1.045
2018,BRA,53.436,14.133,13.431,1.045,7.1,86.569,1868626087908.48,8920.76210462979,209469333.0,49.1700832370106,50.8299167629894,14.133,6.516,1.749,78.266,71.956,75.109,77.695,165.432,13.5,12.0,15.1,9.1,0.793768153848091,40017.0,27143.0,67934.0,106812144.0,50.8226083810694,103354449.0,49.1773920947436,210166592.0,28227475.0,13.431,-1.12355295989964,181939117.0,86.569,1.09455847667219,1.045
2019,BRA,50.015,13.633,13.176,1.045,7.0,86.824,,,211050000.0,49.1510999368826,50.8489000631174,13.633,6.572,1.703,78.469,72.203,75.338,75.626,161.413,13.4,11.8,14.8,8.9,0.766107802084815,38991.0,25815.0,69186.0,107663080.0,50.8365364644823,104119798.0,49.1634635355177,211782878.0,27904512.0,13.176,-1.15073982289135,183878366.0,86.824,1.06023755345792,1.045
2020,BRA,46.296,13.078,12.927,1.045,7.0,87.073,,,,,,13.078,7.42,1.649,77.375,70.7,74.009,95.452,189.684,13.1,11.6,14.6,8.7,0.665176682246802,37152.0,24270.0,56880.0,108417015.0,50.8531400244162,104779288.0,49.1468595065325,213196304.0,27559886.0,12.927,-1.24270864747937,185636418.0,87.073,0.951553410794994,1.045
2021,BRA,,12.883,12.683,1.045,7.0,87.317,,,,,,12.883,8.326,1.641,76.009,69.56,72.75,121.238,217.709,12.9,11.4,14.3,8.5,0.528590452919416,35635.0,23391.0,20376.0,109034931.0,50.8733506678742,105291292.0,49.1266493321258,214326223.0,27182995.0,12.683,-1.37697157377692,187143228.0,87.317,0.808423004096535,1.045
2022,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,6425.0,109580471.0,50.8934516497428,105733027.0,49.1065483502572,215313498.0,26795765.0,12.445,,188517733.0,87.555,,
1987,CAN,23.95,14.4,23.478,1.05,,76.522,431316742081.448,16308.9669663579,26446601.0,49.623824769244,50.376175230756,14.4,7.2,1.68,80.19,73.53,76.7787804878049,74.392,135.672,7.5,6.6,8.4,4.8,1.31816778174498,2901.0,1837.0,141697.0,13321982.0,50.3731358103444,13124619.0,49.6268641896556,26446601.0,6209133.0,23.478,1.23302348020622,20237468.0,76.522,1.34430576244824,1.05
1988,CAN,24.576,14.5,23.458,1.05,,76.542,507354351182.254,18936.9641024997,26791747.0,49.6123926901035,50.3876073098965,14.5,7.3,1.68,80.27,73.61,76.8587804878049,72.201,131.239,7.3,6.4,8.1,4.6,1.29662488995999,2839.0,1815.0,207777.0,13500396.0,50.3901277282053,13291351.0,49.6098722717947,26791747.0,6284808.0,23.458,1.21140199776267,20506939.0,76.542,1.32275788956412,1.05
1989,CAN,26.626,14.9,23.438,1.051,,76.562,565055743243.243,20715.631483174,27276781.0,49.6003034934752,50.3996965065247,14.9,7.3,1.77,80.49,73.92,77.1248780487805,71.749,130.036,7.0,6.2,7.8,4.5,1.79419351491939,2846.0,1842.0,223071.0,13751532.0,50.4147897370198,13525249.0,49.5852102629802,27276781.0,6393132.0,23.438,1.70889965051572,20883649.0,76.562,1.82031916068253,1.051
1990,CAN,27.61,15.0,23.418,1.054,,76.582,593929550908.468,21448.3619600057,27691138.0,49.5860311430936,50.4139688569064,15.0,7.3,1.83,80.73,74.3,77.4365853658537,69.678,127.319,6.8,6.0,7.5,4.4,1.50766067284807,2858.0,1854.0,145270.0,13963399.0,50.4255166212752,13727739.0,49.5744833787248,27691138.0,6484711.0,23.418,1.42229632413233,21206427.0,76.582,1.53377878295106,1.054
1991,CAN,26.658,14.4,23.38,1.054,,76.62,610328183643.188,21768.3432941828,28037420.0,49.56863528039,50.43136471961,14.4,7.0,1.72,80.81,74.53,77.5934146341464,69.012,124.704,6.6,5.9,7.3,4.3,1.24276123131684,2733.0,1729.0,127381.0,14138442.0,50.4270435488081,13898978.0,49.5729564511919,28037420.0,6555149.0,23.38,1.08035953011682,21482271.0,76.62,1.2923694197517,1.054
1992,CAN,26.245,14.1,23.113,1.054,,76.887,592387689252.916,20879.8483300891,28371264.0,49.5491349509166,50.4508650490834,14.1,6.9,1.71,81.07,74.76,77.8380487804878,68.42,123.387,6.4,5.7,7.0,4.2,1.18367554138942,2557.0,1674.0,123633.0,14312897.0,50.4485717171316,14058366.0,49.551424755238,28371264.0,6557450.0,23.113,0.0350960175571386,21813814.0,76.887,1.53154485269073,1.054
1993,CAN,25.498,13.6,22.848,1.057,,77.152,577170761956.438,20121.1612532855,28684764.0,49.5301030924657,50.4698969075343,13.6,7.1,1.69,80.86,74.7,77.7048780487805,67.366,123.68,6.2,5.5,6.8,4.1,1.09893087887878,2426.0,1614.0,129514.0,14478794.0,50.4755553599069,14205971.0,49.5244481282828,28684764.0,6553895.0,22.848,-0.0542278475185777,22130869.0,77.152,1.44299824181069,1.057
1994,CAN,25.47,13.3,22.586,1.058,,77.414,578139279437.61,19935.3814579208,29000663.0,49.5150989576357,50.4849010423643,13.3,7.1,1.69,80.95,74.94,77.8717073170732,67.584,119.16,6.0,5.3,6.6,4.1,1.09525810706129,2309.0,1578.0,132870.0,14643061.0,50.4921588965863,14357602.0,49.5078411034137,29000663.0,6550090.0,22.586,-0.0580739386826045,22450573.0,77.414,1.43427159938135,1.058
1995,CAN,24.651,12.9,22.325,1.054,,77.675,604031623433.401,20613.7878829216,29302311.0,49.5064574650942,50.4935425349058,12.9,7.2,1.67,81.03,75.07,77.9773170731707,66.92,118.543,5.8,5.2,6.3,4.0,1.03476948386834,2205.0,1529.0,137472.0,14799796.0,50.5072667358452,14502515.0,49.4927332641548,29302311.0,6541741.0,22.325,-0.127545201764831,22760570.0,77.675,1.37135156334193,1.054
