Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
2011,HND,86.963,24.717,47.457,1.055,10.6,52.543,17710315005.9999,2088.31530028695,8480671.0,49.8899261497028,50.1100738502972,24.717,4.271,2.86,73.776,69.261,71.439,123.529,179.382,20.1,17.7,22.4,13.6,2.00986802562652,4293.0,2902.0,-5664.0,4261105.0,49.4184172022419,4361400.0,50.5815943953172,8622504.0,4091982.0,47.457,0.632890851496628,4530522.0,52.543,3.27006759218059,1.055
2012,HND,84.451,24.111,46.798,1.055,10.2,53.202,18528601901.324,2144.3426111782,8640691.0,49.8998459845577,50.1001540154423,24.111,4.221,2.774,74.169,69.471,71.734,118.592,177.192,19.5,17.1,21.7,13.2,1.95084289919704,4123.0,2792.0,-5896.0,4345369.0,49.4220612037691,4446997.0,50.5779274227293,8792367.0,4114652.0,46.798,0.552481264890151,4677715.0,53.202,3.19725781901586,1.055
2013,HND,81.681,23.569,46.142,1.054,9.8,53.858,18499710127.8385,2102.59316626494,8798521.0,49.9087915200322,50.0912084799678,23.569,4.198,2.699,74.497,69.613,71.963,114.729,176.103,18.8,16.6,20.9,12.7,1.89595914681821,3968.0,2689.0,-6094.0,4429055.0,49.4277930736552,4531602.0,50.5722069263448,8960657.0,4134626.0,46.142,0.484261508317273,4826031.0,53.858,3.12146478868638,1.054
2014,HND,79.562,23.123,45.486,1.054,9.5,54.514,19756494434.7031,2206.05193412773,8955589.0,49.9173085291303,50.0826914708697,23.123,4.16,2.635,74.632,70.036,72.259,114.164,169.177,18.2,16.0,20.2,12.3,1.84861910603263,3822.0,2592.0,-6302.0,4512235.0,49.4337327777002,4615611.0,50.5662672222998,9127846.0,4151892.0,45.486,0.416725697978733,4975954.0,54.514,3.05927202997865,1.054
2015,HND,77.993,22.751,44.835,1.053,9.2,55.165,20979767785.2104,2302.20137936204,9112916.0,49.9257536346262,50.0742463653738,22.751,4.147,2.581,74.991,70.15,72.487,110.132,168.72,17.5,15.4,19.5,11.8,1.8093624065659,3692.0,2503.0,-6512.0,4595215.0,49.4401261820829,4699291.0,50.5598845769624,9294505.0,4167191.0,44.835,0.367805375836973,5127314.0,55.165,2.99648242974761,1.053
2016,HND,76.868,22.44,44.187,1.053,9.0,55.813,21717622071.3816,2342.58465119568,9270795.0,49.9342019680299,50.0657980319701,22.44,4.183,2.536,75.078,70.257,72.588,110.146,168.372,16.9,14.9,18.8,11.4,1.77333693683233,3573.0,2419.0,-6685.0,4678163.0,49.447868985259,4782635.0,50.552131014741,9460798.0,4180443.0,44.187,0.317503405937707,5280355.0,55.813,2.94113949878593,1.053
2017,HND,75.341,22.16,43.543,1.052,8.8,56.457,23100748921.7485,2449.96469108151,9429013.0,49.9425708896878,50.0574291103123,22.16,4.221,2.496,75.188,70.351,72.692,109.881,167.817,16.3,14.4,18.1,11.0,1.73985038012617,3465.0,2344.0,-6782.0,4761059.0,49.456083313718,4865783.0,50.543916686282,9626842.0,4191816.0,43.543,0.271683114330426,5435026.0,56.457,2.88709740638841,1.052
2018,HND,74.666,21.895,42.904,1.052,8.7,57.096,23969890430.7882,2500.11321286023,9587522.0,49.9506598315331,50.0493401684669,21.895,4.257,2.46,75.318,70.461,72.814,109.318,167.327,15.8,13.9,17.5,10.6,1.7097289071087,3365.0,2270.0,-6768.0,4844019.0,49.4648544601418,4948831.0,50.5351455398582,9792850.0,4201524.0,42.904,0.231326368980924,5591326.0,57.096,2.83521639692771,1.052
2019,HND,73.802,21.628,42.27,1.051,8.5,57.73,,,9746000.0,49.9583064636524,50.0416935363476,21.628,4.315,2.427,75.37,70.534,72.881,109.784,167.375,15.2,13.4,16.9,10.2,1.68069668453135,3269.0,2199.0,-6550.0,4927035.0,49.4740395683067,5031794.0,50.5259604316933,9958829.0,4209597.0,42.27,0.191960203140517,5749232.0,57.73,2.78498123315846,1.051
2020,HND,72.874,21.353,41.641,1.051,8.4,58.359,,,,,,21.353,4.945,2.394,73.987,69.126,71.462,124.302,185.81,14.7,13.0,16.4,9.8,1.622836376932,3171.0,2127.0,-6199.0,5008783.0,49.4852823564432,5112980.0,50.5147176435568,10121763.0,4214803.0,41.641,0.123593387367522,5906960.0,58.359,2.70650360040474,1.051
2021,HND,,21.071,41.018,1.051,8.2,58.982,,,,,,21.071,5.608,2.363,72.534,67.894,70.123,144.006,208.186,14.2,12.6,15.8,9.5,1.5351396675707,3073.0,2059.0,-5779.0,5087643.0,49.4986595604643,5190703.0,50.5013501687285,10278345.0,4215972.0,41.018,0.0277317330255393,6062373.0,58.982,2.59699909152842,1.051
2022,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,-5374.0,5165506.0,49.5118883987708,5267354.0,50.4881116012292,10432860.0,4214875.0,40.4,,6217985.0,59.6,,
1987,KIR,66.541,37.776,65.884,1.072,,34.116,33608738.2719507,499.773053056607,67248.0,49.5003271667361,50.4996728332639,37.776,10.143,4.822,60.997,57.786,59.412,246.06,298.988,73.5,66.9,79.7,,2.43116769492361,191.0,,-221.0,35292.0,50.4560661081406,34654.0,49.5439338918594,69946.0,46083.0,65.884,1.99445552113603,23863.0,34.116,3.27996009093217,1.072
1988,KIR,65.388,37.42,65.595,1.072,,34.405,42972107.1958747,621.981895755832,69089.0,49.4752992603529,50.5247007396471,37.42,9.843,4.754,61.497,58.269,59.904,240.797,293.497,71.3,64.8,77.4,,2.44882528928799,188.0,,-231.0,36190.0,50.48828125,35490.0,49.51171875,71680.0,47018.0,65.595,2.00863886807121,24662.0,34.405,3.29344552372594,1.072
1989,KIR,62.585,37.061,65.305,1.072,,34.695,41119721.651115,580.352584239411,70853.0,49.4657652189869,50.5342347810131,37.061,9.539,4.7,62.007,58.764,60.408,235.415,287.845,68.9,62.6,74.9,35.5,2.42025099312841,184.0,,-262.0,37105.0,50.5269894874448,36332.0,49.4743722424969,73436.0,47957.0,65.305,1.97742689602449,25479.0,34.695,3.25909860176431,1.072
1990,KIR,59.382,36.577,65.013,1.072,,34.987,39809538.6776989,549.855506598051,72400.0,49.4681879713788,50.5318120286212,36.577,9.229,4.637,62.509,59.278,60.917,230.113,281.947,66.6,60.4,72.4,34.7,2.27258030207318,181.0,96.0,-445.0,38013.0,50.6003407699271,37111.0,49.3996592300729,75124.0,48840.0,65.013,1.82448731664286,26284.0,34.987,3.11058055696396,1.072
1991,KIR,55.867,36.276,64.728,1.072,,35.272,47515189.2818196,644.780834850725,73692.0,49.4856972262932,50.5143027737068,36.276,8.912,4.594,63.049,59.743,61.422,224.61,276.579,64.3,58.3,70.0,33.8,1.96136408217237,177.0,94.0,-743.0,38797.0,50.6408917663029,37815.0,49.3591082336971,76612.0,49589.0,64.728,1.52193856992964,27023.0,35.272,2.77279662006884,1.072
1992,KIR,51.23,35.559,64.445,1.072,,35.555,47737955.346651,638.498185627839,74766.0,49.5191728971338,50.4808271028662,35.559,8.633,4.527,63.536,60.195,61.893,219.626,271.431,62.3,56.4,67.9,33.1,1.66850673243696,172.0,92.0,-901.0,39440.0,50.6283616384899,38462.0,49.3729220420791,77901.0,50203.0,64.445,1.23057509264436,27698.0,35.555,2.46718531842161,1.072
1993,KIR,46.636,34.784,64.161,1.072,,35.839,46919624.6430029,619.679125191543,75716.0,49.5542259381067,50.4457740618932,34.784,8.369,4.457,63.953,60.629,62.321,215.351,266.546,60.4,54.6,65.9,32.3,1.51855855176381,166.0,89.0,-925.0,40036.0,50.6188916844727,39056.0,49.3798439811361,79093.0,50747.0,64.161,1.07777170059001,28346.0,35.839,2.31257183241877,1.072
1994,KIR,44.881,34.216,63.877,1.072,,36.123,54832577.8622606,715.17644270589,76670.0,49.5708770282256,50.4291229717744,34.216,8.142,4.418,64.327,61.002,62.697,211.489,262.32,58.7,53.1,64.2,31.7,1.46968263408892,161.0,87.0,-931.0,40626.0,50.6154689524569,39639.0,49.3857769361108,80264.0,51270.0,63.877,1.02532829214651,28994.0,36.123,2.26029852839921,1.072
1995,KIR,44.059,33.658,63.591,1.072,,36.409,56338028.1690141,724.85658259478,77723.0,49.5650831231664,50.4349168768336,33.658,7.952,4.385,64.635,61.322,63.014,208.297,258.688,57.3,51.7,62.7,31.1,1.50486626103987,157.0,86.0,-847.0,41236.0,50.6081172297836,40245.0,49.3918827702164,81481.0,51815.0,63.591,1.05738968405716,29666.0,36.409,2.29126968727149,1.072
1996,KIR,45.333,33.519,62.614,1.072,,37.386,66515376.7900462,843.001873059911,78903.0,49.5209368346345,50.4790631653655,33.519,7.801,4.39,64.914,61.595,63.291,205.405,255.57,56.1,50.5,61.3,30.5,1.64445959258351,154.0,85.0,-693.0,41941.0,50.6338130191231,40891.0,49.366186980877,82832.0,51864.0,62.614,0.0945225236513875,30968.0,37.386,4.29528043739263,1.072
1997,KIR,45.342,32.878,61.248,1.072,,38.752,67537479.5903221,842.249736120844,80187.0,49.4625130942286,50.5374869057714,32.878,7.613,4.325,65.206,61.858,63.575,202.421,252.564,54.9,49.4,60.0,29.9,1.76622995152552,151.0,83.0,-633.0,42736.0,50.6903259477155,41572.0,49.3096740522845,84308.0,51637.0,61.248,-0.438643808219098,32671.0,38.752,5.35334209907004,1.072
1998,KIR,45.91,32.239,59.862,1.072,,40.138,65334841.0604347,801.104039683588,81556.0,49.388165477329,50.611834522671,32.239,7.433,4.253,65.489,62.12,63.854,199.533,249.549,53.8,48.4,58.8,29.2,1.76005201794657,148.0,81.0,-646.0,43538.0,50.7406328302546,42267.0,49.2593671697454,85805.0,51365.0,59.862,-0.528146312227663,34440.0,40.138,5.27308452934827,1.072
1999,KIR,45.907,31.46,58.46,1.072,,41.54,69032258.0645161,831.994625470232,82972.0,49.3208306716967,50.6791693283034,31.46,7.255,4.158,65.792,62.369,64.136,196.421,246.685,52.6,47.3,57.6,28.5,1.71471727613839,144.0,79.0,-643.0,44337.0,50.79334165817,42953.0,49.207803961553,87289.0,51029.0,58.46,-0.656290810024978,36260.0,41.54,5.14965257671748,1.072
2000,KIR,44.063,30.702,57.042,1.072,17.7,42.958,67254174.3970315,796.888174759841,84396.0,49.2767016172028,50.7232983827972,30.702,7.09,4.065,66.065,62.629,64.409,193.611,243.749,51.5,46.3,56.4,27.9,1.74549473198221,140.0,76.0,-513.0,45145.0,50.8240830387499,43680.0,49.1747911647491,88826.0,50668.0,57.042,-0.709955094659115,38158.0,42.958,5.10202289784141,1.072
2001,KIR,42.862,29.87,56.527,1.072,17.4,43.473,63101272.3699183,735.026294655946,85849.0,49.2591211965892,50.7408788034108,29.87,6.95,3.958,66.3,62.879,64.655,191.192,240.98,50.5,45.4,55.4,27.3,1.90129335529483,136.0,74.0,-258.0,46058.0,50.8753907501298,44473.0,49.1246092498702,90531.0,51174.0,56.527,0.993704294364133,39357.0,43.473,3.09384154618839,1.072
2002,KIR,41.494,29.025,56.508,1.072,17.3,43.492,72196457.6768445,826.945280073816,87305.0,49.2509277500344,50.7490722499656,29.025,6.875,3.847,66.476,63.057,64.84,189.363,238.995,49.8,44.7,54.7,26.8,2.04346451592179,133.0,72.0,-131.0,47053.0,50.9231601731602,45346.0,49.0757575757576,92400.0,52213.0,56.508,2.00999154633121,40187.0,43.492,2.08697104738101,1.072
2003,KIR,40.377,28.272,56.488,1.072,17.1,43.512,90231856.8000519,1015.72417177973,88835.0,49.2593426384511,50.7406573615489,28.272,6.829,3.744,66.586,63.173,64.954,188.222,237.702,49.4,44.3,54.1,26.3,2.03754196746088,131.0,70.0,-130.0,48026.0,50.9278700345698,46275.0,49.0710695425336,94302.0,53269.0,56.488,2.00230424322698,41033.0,43.512,2.08330607716413,1.072
2004,KIR,41.023,28.583,56.468,1.072,16.9,43.532,102367039.270481,1131.14000453575,90499.0,49.2662821277818,50.7337178722182,28.583,6.857,3.781,66.621,63.209,64.989,187.86,237.302,49.2,44.2,54.0,26.0,2.01764084838712,132.0,72.0,-139.0,49015.0,50.9384353175923,47209.0,49.0615646824077,96224.0,54336.0,56.468,1.98324422282729,41888.0,43.532,2.06227687150349,1.072
2005,KIR,41.149,28.821,56.449,1.072,16.8,43.551,112133944.253532,1214.55666670492,92325.0,49.2672147661911,50.7327852338089,28.821,6.917,3.799,66.597,63.187,64.967,188.108,237.547,49.3,44.3,54.1,25.8,1.99607425625382,137.0,73.0,-226.0,50037.0,50.9728617415753,48127.0,49.0271382584247,98164.0,55413.0,56.449,1.96272325764104,42751.0,43.551,2.03931971945611,1.072
2006,KIR,41.862,29.26,55.97,1.072,16.7,44.03,110234939.759036,1168.44853098837,94343.0,49.2606607943524,50.7393392056476,29.26,7.004,3.837,66.527,63.129,64.906,188.839,238.194,49.5,44.6,54.3,25.7,1.93602923599118,142.0,75.0,-335.0,51046.0,51.0036669564262,49037.0,48.9963330435738,100083.0,56016.0,55.97,1.08231409470173,44067.0,44.03,3.03186160953369,1.072
2007,KIR,43.462,29.88,55.134,1.072,16.6,44.866,132671742.950381,1374.45215276949,96527.0,49.2536076493562,50.7463923506438,29.88,7.064,3.879,66.468,63.064,64.844,189.446,238.916,49.8,44.8,54.6,25.6,1.89533635203291,148.0,78.0,-399.0,52031.0,51.011784544795,49967.0,48.988215455205,101998.0,56236.0,55.134,0.391975700535111,45762.0,44.866,3.77428493927691,1.072
2008,KIR,44.76,30.398,54.294,1.072,16.5,45.706,141042610.300285,1428.12051619855,98761.0,49.2436208991495,50.7563791008505,30.398,7.102,3.905,66.451,63.059,64.834,189.619,238.977,49.9,44.9,54.7,25.6,1.9110717364553,154.0,81.0,-411.0,53046.0,51.022449647,50920.0,48.977550353,103966.0,56447.0,54.294,0.374502359024402,47519.0,45.706,3.76755786517659,1.072
2009,KIR,44.813,30.578,53.453,1.072,16.4,46.547,132420059.273124,1311.99900201253,100930.0,49.2251902346227,50.7748097653773,30.578,7.102,3.889,66.517,63.108,64.892,188.941,238.421,49.7,44.8,54.5,25.4,1.93374349375449,158.0,83.0,-451.0,54099.0,51.0387184422054,51896.0,48.960338125967,105996.0,56658.0,53.453,0.373105070108206,49338.0,46.547,3.75649441548909,1.072
2010,KIR,44.653,30.783,52.61,1.072,16.3,47.39,156120895.248578,1516.81186907787,102927.0,49.2081997474011,50.7918002525989,30.783,7.071,3.876,66.625,63.243,65.016,187.819,236.921,49.3,44.3,53.9,25.2,1.86835722052213,161.0,84.0,-619.0,55156.0,51.0727348488356,52840.0,48.9281911199593,107995.0,56816.0,52.61,0.278478069174498,51179.0,47.39,3.66347164415668,1.072
2011,KIR,45.192,30.995,51.765,1.072,16.3,48.235,181705002.578649,1735.01835782836,104728.0,49.1879505418437,50.8120494581563,30.995,7.007,3.857,66.793,63.413,65.19,186.069,235.003,48.5,43.7,53.2,25.0,1.72220205807577,163.0,86.0,-850.0,56161.0,51.1153989678805,53709.0,48.883690873843,109871.0,56875.0,51.765,0.103790107038237,52996.0,48.235,3.48871473474964,1.072
2012,KIR,44.464,30.544,50.918,1.072,16.2,49.082,190243321.598675,1788.50542068887,106370.0,49.1655619176562,50.8344380823438,30.544,6.928,3.774,66.966,63.607,65.378,184.268,232.819,47.7,43.0,52.2,24.7,1.57753769269312,162.0,85.0,-949.0,57103.0,51.1593112222043,54514.0,48.8397928649501,111618.0,56834.0,50.918,-0.0721139079172453,54784.0,49.082,3.31817415134002,1.072
2013,KIR,43.988,30.075,50.073,1.072,16.0,49.927,185113921.606488,1715.76533141614,107890.0,49.1440117901137,50.8559882098863,30.075,6.831,3.689,67.17,63.816,65.588,182.131,230.457,46.8,42.1,51.2,24.3,1.50539234360214,159.0,83.0,-955.0,58026.0,51.2095030491303,55285.0,48.7904969508697,113311.0,56738.0,50.073,-0.169055793441851,56573.0,49.927,3.21336590718728,1.072
2014,KIR,43.368,29.547,49.227,1.072,15.7,50.773,179703443.302686,1642.76259749601,109391.0,49.1283242067156,50.8716757932844,29.547,6.727,3.599,67.387,64.044,65.815,179.853,227.873,45.7,41.1,50.1,24.0,1.46654343733585,155.0,82.0,-977.0,58943.0,51.2614688872462,56042.0,48.7385311127538,114985.0,56604.0,49.227,-0.236452616739869,58381.0,50.773,3.14586548419366,1.072
2015,KIR,43.365,29.188,48.381,1.072,15.3,51.619,171117872.436331,1542.5752495838,110930.0,49.1232973036321,50.8767026963679,29.188,6.623,3.53,67.626,64.285,66.059,177.336,225.125,44.7,40.1,49.0,23.5,1.48648352823644,151.0,80.0,-853.0,59874.0,51.3028353055087,56833.0,48.6971646944913,116707.0,56464.0,48.381,-0.247638715721069,60243.0,51.619,3.13958886153461,1.072
2016,KIR,43.56,28.86,47.55,1.072,15.1,52.45,178328873.030033,1584.80744578963,112524.0,49.1233370953265,50.8766629046735,28.86,6.519,3.471,67.938,64.514,66.332,174.04,222.497,43.7,39.1,47.9,23.1,1.53561388437723,149.0,79.0,-838.0,60836.0,51.3327651818788,57677.0,48.6672348181212,118513.0,56353.0,47.55,-0.196778917747846,62160.0,52.45,3.13253230109597,1.072
2017,KIR,43.559,28.616,46.738,1.072,14.9,53.262,185572501.532802,1625.575969558,114158.0,49.1331809063275,50.8668190936725,28.616,6.426,3.431,68.243,64.735,66.597,170.802,219.952,42.6,38.1,46.8,22.6,1.54812092405828,146.0,78.0,-811.0,61819.0,51.3608946345192,58544.0,48.639936192486,120362.0,56255.0,46.738,-0.174055173240057,64107.0,53.262,3.08418562730442,1.072
2018,KIR,43.797,28.46,45.943,1.072,14.7,54.057,188284518.828452,1625.28610001512,115847.0,49.1514303965746,50.8485696034254,28.46,6.345,3.41,68.521,64.97,66.855,167.84,217.243,41.5,37.1,45.5,22.2,1.56542354171621,143.0,77.0,-776.0,62820.0,51.3818797490614,59441.0,48.6181202509386,122261.0,56170.0,45.943,-0.151211947869385,66091.0,54.057,3.04790179175851,1.072
2019,KIR,43.123,28.064,45.165,1.072,14.5,54.835,,,118000.0,49.1650227875655,50.8349772124345,28.064,6.252,3.368,68.782,65.295,67.15,165.046,213.431,40.4,36.2,44.4,21.7,1.60651238884126,140.0,76.0,-691.0,63851.0,51.3928574303169,60390.0,48.6071425696831,124241.0,56113.0,45.165,-0.101529180546267,68128.0,54.835,3.03557084610476,1.072
2020,KIR,41.865,27.645,44.406,1.072,14.3,55.594,,,,,,27.645,6.242,3.333,68.948,65.348,67.266,162.302,211.651,39.4,35.1,43.2,21.2,1.77265475198411,137.0,74.0,-296.0,64968.0,51.3731288993619,61495.0,48.6268711006381,126463.0,56157.0,44.406,0.0783824748423209,70306.0,55.594,3.14688549699749,1.072
2021,KIR,,27.207,43.665,1.072,14.1,56.335,,,,,,27.207,6.236,3.304,69.096,65.504,67.417,159.745,208.417,38.3,34.1,42.1,20.8,1.88854075847608,133.0,73.0,-296.0,66150.0,51.329205270264,62724.0,48.670794729736,128874.0,56273.0,43.665,0.206350691383521,72601.0,56.335,3.21215521595277,1.072
2022,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,-400.0,67289.0,51.2748415020727,63943.0,48.7251584979273,131232.0,56354.0,42.942,,74878.0,57.058,,
1987,MHL,150.304,46.409,36.53,1.07,,63.47,62983000.0,1493.44367249188,42173.0,,,46.409,7.659,6.636,65.952,59.027,62.137,217.444,357.156,41.5,37.0,45.9,,3.86017508636373,80.0,,-31.0,20541.0,48.7654907174398,21581.0,51.2345092825602,42122.0,15387.0,36.53,1.80338668760327,26735.0,63.47,5.06340175018291,1.07
1988,MHL,143.072,45.004,35.776,1.07,,64.224,70688000.0,1603.52063153597,44083.0,,,45.004,7.502,6.438,65.858,59.143,62.161,222.78,358.046,40.3,35.8,44.5,,3.64804054879278,79.0,,-122.0,21293.0,48.7398997413418,22393.0,51.2578112481974,43687.0,15629.0,35.776,1.56051657848155,28058.0,64.224,4.83002278958856,1.07
1989,MHL,137.823,43.537,35.286,1.07,,64.714,72798000.0,1588.78219118289,45820.0,,,43.537,7.351,6.238,65.671,59.334,62.19,229.85,357.447,39.0,34.6,43.2,18.9,2.9345212534556,76.0,,-549.0,21925.0,48.7352182804303,23063.0,51.2647817195697,44988.0,15874.0,35.286,1.55543878086273,29114.0,64.714,3.69453618458885,1.07
1990,MHL,136.004,42.246,34.946,1.07,,65.054,78476000.0,1660.12988936134,47271.0,,,42.246,7.248,6.03,65.477,59.457,62.176,237.165,358.071,37.7,33.5,41.7,18.4,2.32668264576054,74.0,36.0,-593.0,22445.0,48.7436749408213,23602.0,51.2563250591787,46047.0,16092.0,34.946,1.3639703418858,29955.0,65.054,2.84770973934191,1.07
1991,MHL,139.585,41.165,34.608,1.07,,65.392,82507000.0,1704.54921080902,48404.0,,,41.165,7.111,5.832,65.383,59.714,62.282,242.351,355.035,36.5,32.4,40.4,17.9,2.16120119546675,71.0,35.0,-629.0,22939.0,48.7514079867384,24114.0,51.2485920132617,47053.0,16284.0,34.608,1.18607765531906,30769.0,65.392,2.68114340824318,1.07
1992,MHL,143.255,40.12,34.272,1.07,,65.728,91063000.0,1849.18265813788,49245.0,,,40.12,6.99,5.627,65.242,60.002,62.383,248.263,350.979,35.3,31.3,39.2,17.6,2.02388361358878,68.0,34.0,-654.0,23409.0,48.7535145267104,24607.0,51.2485681557846,48015.0,16456.0,34.272,1.05071217099237,31559.0,65.728,2.53511201792782,1.07
1993,MHL,142.105,39.317,33.937,1.07,,66.063,99461000.0,1995.96636631816,49831.0,,,39.317,6.89,5.461,65.087,60.29,62.476,253.676,346.423,34.4,30.4,38.1,17.3,1.91633253186116,66.0,33.0,-687.0,23860.0,48.7495913697287,25085.0,51.252451781628,48944.0,16610.0,33.937,0.931477127454739,32334.0,66.063,2.42604983818163,1.07
1994,MHL,138.866,38.613,33.604,1.07,,66.396,108071000.0,2152.16568754356,50215.0,,,38.613,6.806,5.308,65.064,60.462,62.558,255.944,343.62,33.7,29.8,37.4,17.2,1.814108707065,65.0,33.0,-723.0,24291.0,48.7379614767255,25549.0,51.2620385232745,49840.0,16748.0,33.604,0.827392453169341,33092.0,66.396,2.31722531485218,1.07
1995,MHL,132.41,37.792,33.273,1.07,,66.727,120230000.0,2382.82101591454,50457.0,,,37.792,6.678,5.147,65.183,60.756,62.774,254.466,337.398,33.3,29.5,37.0,17.3,1.71474830716539,64.0,33.0,-743.0,24706.0,48.7278608338922,25995.0,51.2701668573232,50702.0,16870.0,33.273,0.725804840098003,33832.0,66.727,2.21155388422509,1.07
1996,MHL,121.714,36.973,32.942,1.07,,67.058,110858000.0,2193.77436526626,50533.0,,,36.973,6.544,5.017,65.37,61.075,63.034,250.834,329.574,33.2,29.4,36.9,17.6,1.63540421086445,64.0,34.0,-754.0,25109.0,48.719391516939,26429.0,51.280608483061,51538.0,16978.0,32.942,0.63814917578991,34560.0,67.058,2.12898437656674,1.07
1997,MHL,113.844,36.21,32.615,1.07,,67.385,110705600.0,2194.36273538157,50450.0,,,36.21,6.44,4.886,65.517,61.307,63.225,247.591,323.391,33.3,29.5,37.0,18.0,1.57853435556547,63.0,34.0,-756.0,25504.0,48.7107987318079,26854.0,51.2892012681921,52358.0,17077.0,32.615,0.581414058932586,35281.0,67.385,2.06476314722348,1.07
1998,MHL,108.009,35.696,32.288,1.07,,67.712,112279400.0,2229.71244737469,50356.0,,,35.696,6.356,4.787,65.718,61.402,63.364,242.823,320.339,33.6,29.7,37.3,18.4,1.52767323439355,64.0,35.0,-767.0,25892.0,48.7021292604018,27273.0,51.2997517116846,53164.0,17166.0,32.288,0.519815439092622,35998.0,67.712,2.01188059491976,1.07
1999,MHL,103.492,35.291,31.947,1.07,,68.053,114326300.0,2267.34426749698,50423.0,,,35.291,6.276,4.697,65.923,61.454,63.48,238.105,318.305,33.8,29.8,37.5,18.7,1.25237622597643,64.0,36.0,-1043.0,26216.0,48.6978489430471,27617.0,51.3002934948174,53834.0,17198.0,31.947,0.186241469267655,36636.0,68.053,1.75679821834537,1.07
2000,MHL,99.344,34.976,31.42,1.07,13.6,68.58,115347500.0,2272.72279471164,50753.0,,,34.976,6.388,4.592,65.72,61.253,63.275,239.596,320.217,33.9,30.0,37.7,18.9,0.721837704584486,65.0,36.0,-1323.0,26410.0,48.7053703157274,27814.0,51.2946296842727,54224.0,17037.0,31.42,-0.940564842529955,37187.0,68.58,1.49278742965663,1.07
2001,MHL,95.366,34.796,30.899,1.07,13.6,69.101,122824000.0,2388.54964801058,51422.0,,,34.796,6.28,4.489,66.138,61.577,63.642,233.286,314.826,33.9,30.0,37.7,19.0,0.347948103651383,65.0,36.0,-1442.0,26508.0,48.716299413743,27906.0,51.2855383823719,54413.0,16813.0,30.899,-1.3235052866614,37600.0,69.101,1.10448125585416,1.07
2002,MHL,91.457,34.563,30.382,1.07,13.6,69.618,131738200.0,2515.52797403093,52370.0,,,34.563,6.3,4.378,66.257,61.619,63.719,231.269,314.007,33.9,29.9,37.7,18.9,0.152420857906842,65.0,36.0,-1532.0,26552.0,48.7228420434527,27945.0,51.2789929536113,54496.0,16557.0,30.382,-1.53434235713173,37939.0,69.618,0.897555635722556,1.07
2003,MHL,89.26,34.463,29.87,1.07,13.5,70.13,131398500.0,2458.0683178689,53456.0,,,34.463,6.348,4.292,66.257,61.663,63.745,231.81,313.297,33.7,29.7,37.5,18.8,-0.0055051427222192,64.0,36.0,-1595.0,26555.0,48.7310296735361,27939.0,51.2708054245499,54493.0,16277.0,29.87,-1.70559047161128,38216.0,70.13,0.727466933458637,1.07
